author,text,markah_penuh,markah_struktur,markah_rentak,markah_rima
CG Karmin Abbas ,"Ikan tenggiri dalam kuali,
Goreng gelama jugalah parang;
Biru denggri lasak sekali,
tahan lama dikata orang.",25.0,5,10,9
CG Karmin Abbas ,"Selempang batik lagi bersanggul,
busana merah di singgahsana;
Mempelai cantik tampilan unggul,
makin cerah seri suasana.",25.0,5,10,10
CG Karmin Abbas,"Seloka jauhari sungguh lembut,
dilantun-lantun sambil ditular;
Setiap hari disebut-sebut,
RAI Pantun menjadi popular.",25.0,5,10,10
Abdul Malek,"Menang seri ataupun kalah,
itu keputusan tiap peraduan;
Pengunaan AI semakinlah menyerlah,
langgan dengan ikut panduan.",23.0,5,10,6
Abdul Malek,"Mekar di taman Si Bunga Raya,
cantik dipandang setiap orang;
Apa diharap kepada saya,
harta tiada budi pun kurang.",23.0,5,10,8
A B Shaik,"Sudah bersarang sepasang tempua,
sarangnya tinggi tidaklah rendah;
Dulu seorang sekarang berdua,
ikatan janji tertunailah sudah.",24.0,5,10,7
Muchzani bin Baharuddin,"Kalau tuan hamba pergi ke Kenya
Singgahlah sebentar di kedai roti
Ibadah hamba hanya kepada-Nya
Hidup sebentar selalu berkati",25.0,5,10,10
Mohamad Hamyzan Bin Adam ,"Anaklah beruk di pekan Chukai
Pandai berhidup di tepi kendi
Biarlah buruk kain dipakai
Asalkan hidup pandai berbudi",25.0,5,10,10
Adain Bin Dzulkifli,"Pergi ke sungai menangkap ikan
Petik rambutan mengguna galah
Hidup mencabar kita harungkan
Janganlah tuan mudah mengalah",23.0,5,10,8
Afiemi izwan Bin mohammad,"Berjalan ke kota pergi memburu
Membekallah pukat membawa jerat
Hendaklah kita menghormati guru
Ilmukan berkat dunia akhirat",25.0,5,10,10
Sittinor azrah binti josli,"Negara kaya, negara miskin
Bulat jaya janji bersejarah
Segera jaya semangat yakin
Belum jaya, janganlah menyerah",25.0,5,10,10
Nurul afiqah binti talip,"Wangi bunga di lereng Daik
Hinggap cantik rerama rasa
Saling hormat sikap terbaik
Tidak kira agama, bangsa",23.0,5,10,8
Norhidayah binti ramlan,"Bunga melati bunga dikarang
Kumbang mencari ke mana saya
Hancurlah hati hamba sekarang
Dibenci diri apakan daya",25.0,5,10,10
Roslina,"Sungguh tinggi si layang-layang,
jatuh hala ke atas kain;
Jika di hati terasa sayang,
kenapa pula cari yang lain?",25.0,5,10,9
Cahaya nurbayu binti mazri,"Indah atma warna pelangi
Berlama-lama bernostalgia
Ke lurah sama diharungi
Usaha sama bawa bahgia",25.0,5,10,10
Abdul rahim bin merah,"Sungainya bersih ramai yang cinta
Langitnya mara bumi berputar
Indah dan bersih amalan kita
Terpelihara alam sekitar",25.0,5,10,10
Mohammad Fazli bin Abd Kifle,"Pergi ke kota jalan sendiri
Di musim luruh membeli benih
Haruslah kita baiki diri
Buang yang keruh, ambil yang jernih",25.0,5,10,10
Mohammad Azrie Bin Binor,"Kalau berkedup seruling ratu
Siapa ikut takkan terlerai
Kalaulah hidup saling membantu
Kusut tak ikut, nanti terlerai",25.0,5,10,10
Aiman Syahmie Bin Amatsalleh,"Suhu rendah di Bukit Petiti
Buahlah epal merah teraan
Pelbagai kaum kita hormati
Demi jaga kesejahteraan",23.0,5,10,8
Amni Bin Mohd Yuzwan,"Pergi ke sekolah berbaju biru
Pulang sekolah lewat pukul satu
Murid selalulah hormati guru
Guru ajarkanlah ilmu bermutu",25.0,5,10,10
Akmal aqra bin ramlan,"Berlari ke litar si kucing parsi
Berlari-lari ke pohon lestari
Alam sekitar jagai, hiasi
Supayalah hari indah berseri",25.0,5,10,10
Muhammad luqman,"Sinaran cahaya di atas awan
Harapan didoa, capai menara
Usaha, percaya, pantang dilawan
Sukses didoa, gapai sejahtera",25.0,5,10,10
Muhammad ezzarul bin roslan ,"Awanlah redup kampung Indani
Rumahnya teguh di tanah tinggi
Langkahlah hidup kita jalani
Yakin yang teguh dijunjung tinggi",25.0,5,10,10
Mohamad Nazwin Bin kiwai,"Daun beluntas dan biji-bijian
Dimakanlah Midah bersama santan
Engkaulah pantas mendapat pujian
Kerana sudah menjadi panutan",25.0,5,10,10
Muhammad Zul Hilmi Bin Matalih,"Harumlah sungguh bunga melati
Hiasan sanggul amat memikat
Bertolak ansur dan menghormati
Kukuh perpaduan, tanda muafakat",23.0,5,10,8
Mohd samzy putera,"Anaklah beruk duduk sendiri,
teman si pandai di tepi titi;
Biarlah buruk rupa sendiri,
asalkan pandai mengambil hati.",25.0,5,10,10
ASYRUL AFID,"Buah dan dedak dari Kendari
Di sisi dadu, di dalam peti
Manakan hendak dibawa diri
Hatiku rindu setengah mati",25.0,5,10,10
IQHMAL HAKIM BIN LUKMAN,"Bapa si Ita pergi ke Labu
Awannya redup di laman makmur
Janganlah kita memakan syabu
Supaya hidup aman dan makmur",25.0,5,10,10
Maidin Bin Nasrol,"Makan Ayah bersama pak Abu
Di bawah redup Pulau Sentosa
Hormati ayah, sayangi ibu
Agarlah hidup aman sentosa",25.0,5,10,10
Jumat Bin Abdul Kayat,"Anak pak Heru pergi ke kota
Membawa besi, berlari laju
Benda yang baru perlu dicipta
Agar inovasi tambah maju",25.0,5,10,10
Mohmmad Aiedyl Aieyman,"Baik kita dipandanglah mulia
Jahat budi dipandanglah binasa
Marilah kita berakhlak mulia
Orang berbudi kita berbahasa",25.0,5,10,10
NUR SYAMIMI BINTI SANNY,"Hebat bertempur di medan tamu
tangkas laksamana menangkis panglima
pelajar digempur budayakan ilmu
pemangkin wacana segandingkah sama",24.0,5,9,10
NUR SYAHIRAH BINTI MOHD SYUKRI,"bumi redup dibawah awan,
terlindung teruna dari mentari,
pentingnya hidup adanya kawan,
kawan bagaimana harus dicari",23.0,5,8,10
Sophia Al Khushairi binti Abdul Qayyum,"kebaya merah dipakai nyonya
berjalan terus sopannya cara
warisan sejarah tinggi nilainya
dipertahan arus bagaimana cara",24.0,5,9,10
Muhammad afiq bin sakka,"Kendara Hidayat pergi Sandakan
Di Suarasa jumpalah sahabat
Pemimpinlah rakyat dipertahankan
Bawa sentosa, terelak musibat",25.0,5,10,10
Muhd emilshahril ikhwan bim kamrin,"Bungalah raya bunga kebangsaan
Warnanya merah sangatlah menawan
Ogos bulan raya kemerdekaan
Merdeka jazirah, dirai kawan",25.0,5,10,10
Mohd Ikhmal Bin Ali Adam,"Pisang si Mamat dihinggap rerama
Dimakanlah satu si kera kaya
Salinglah hormat antara agama
Rakyat bersatu, negara berjaya",25.0,5,10,10
Abdullah muhamad bin habidin,"Burung merpati hinggap di sarang
Berinci-inci terbang beraya
Hancurlah hati hamba sekarang
Orang membenci apakan daya",25.0,5,10,10
Mohammad Shukrey Bin Abdullah,"Dulukan salam guru dan tamu
Agar berjaya kemudian hari
Siang dan malam tanpalah jemu
Akhlak berjaya hiasan diri",25.0,5,10,10
Muhammad irfan irhan bin alwi,"Perahu raja di pantai Losong
Tiaplah senja bertepung puri
Malu bekerja, perutlah kosong
Mata senja menjadi pencuri",25.0,5,10,10
MUHAMAD ZAIFULNIZAM BIN ZAIDEE,"Main sengat pantang dipegang
Main senduk pantang berlaga
Main semangat juang gelanggang
Main menanduk, raih tenaga",25.0,5,10,10
Sharidzuan Fitree Bin Sain,"Bungalah ini menumbuh di laman
Di teratak kadi mekar tumbuhnya
Dunia ini hanyalah pinjaman
Akhirat menjadi destinasinya",25.0,5,10,10
Muahammad syukri bin aljen,"Keranalah cinta kuhantar tanda
Kusemat di hati si mawar putih
Keranalah harta jiwa ternoda
Angkara hati buana merintih",25.0,5,10,10
Muhamad airul aimin bin azrun,"Pergi ke litar berjaga-jaga
Dipetik hidup bunga berseri
Alam sekitar perlu dijaga
Agarlah hidup indah berseri",25.0,5,10,10
Mohamad yus akmal firza bin muslimat ,"Air di sampan masuklah telaga
Murahnya buah tidaklah terkata
Adab dan sopan haruslah dijaga
Aman maruah keluarga kita",25.0,5,10,10
Farrel athariz lee abdullah,"Petik melati tepi jeriji
Buat Amira masa puasa
Saling hormati sikap terpuji
Tidak kira agama dan bangsa",25.0,5,10,10
MOHAMMAD SABRI BIN MOHD SAID,"Ke pantai kita di pukul lapan
Sesudah redup singgah labuhan
Hidupnya kita haruslah sopan
Supaya hidup dirahmat Tuhan",25.0,5,10,10
Mohd Nazri Bin Matawa,"Letak kitab di atas karang
Dibaca Kiram sambil cuba
Dalam kitab, ada terlarang
Amal haram jangan dicuba",25.0,5,10,10
Muhammad harulnihzal bin ridzuan,"Kalaulah hendak menjerat rusa
Siapkan kati tersimpul kuat
Kalaulah hendak berbuat jasa
Tetapkan hati, betulkan niat",25.0,5,10,10
Mohammad Rahmat Bin Ridduan,"Pisau belati di bawah dahan
Keli dibelah di rimbun pohon
Hidup dan mati di tangan Tuhan
Kepada Allah kita memohon",25.0,5,10,10
Aizm bin benjamin,"Pucuk kemiri di tanah adat
Banyaklah sudah jatuh ke tanah
Buruk negeri lupakan adat
Akhlaklah rendah runtuhlah ranah",25.0,5,10,10
MOHD ISKANDAR IQHWAN BIN JULAIMIN,"Dibilang kata disebut adat,
Adat Melayu bersendi syarak,
Kerja disungguh hemat dan adat,
Indahnya budi disulam syarak.",23.0,5,10,8
MUHAMMAD SAHRULNIZAM BIN ABDUL RAHMAN,"Dagang menuntun toko Cilacap
Kilau memancar di kotak peci
Sopan dan santun kata diucap
Adab dipancar hati nan suci",25.0,5,10,10
Zamarul hisyam bin abtal,"Di Tanah Merah bertemu mantan
Mantan menanti coklatlah Belgia
Jangan menyerah di kesulitan
Percaya nanti akan bahagia",25.0,5,10,10
Mohd iqmal mary abdullah ,"Jangan menggali tanah seberang
Cari dahulu buah kemiri
Jangan mencari salahlah orang
Cari dahulu salah sendiri",24.0,5,10,9
Hasyuda Abadi ,"Pohon meranti subur di taman,
Tempat melihat burung tekukur;
Tabahkan hati tetapkan iman,
Agar sehat dipanjangkan umur.",23.0,5,10,8
CG Karmin Abbas ,"Warnanya kapal merah putih,
gada-gada penentu arah;
Ilmu setimpal jiwa terlatih,
itu petanda orang pemurah.",25.0,5,10,10
CG Karmin Abbas ,"Lapis-lapiskan kukur kiantan,
tumis gegambir dicatu-catu;
Tapis parutan dapatlah santan,
tapis kaliber dapatlah mutu.",23.0,5,10,8
CG Karmin Abbas ,"Kalau sepiak tak terpemanai,
bayang-bayangkan sepanjang masa;
Fitnah membiak bak anai-anai,
perlahan-lahan memakan mangsa.",24.0,5,10,9
CG Karmin Abbas ,"Walau setahil emas suasa,
tuang ke rawa menjadi lambang;
Walaupun kerdil jelas dirasa,
tuang ke jiwa menjadi kembang.",24.0,5,10,9
Prof Umar Zein,"Beriring balam dengan merbah,
buah lakum dijolok jatuh;
Berkirim salam dengann sembah,
Assalamualaikum warrahmatullahi wabarakatuh.",25.0,5,1,10
Umar Zein,"Berjalan-jalan ke Brastagi,
jangan lupa jeruk segelas;
Jikalau taulan nak berbagi,
janganlah lupa dengan ikhlas.",25.0,5,10,10
CG Karmin Abbas,"Pagi redup memanjat cermat,
hendak bungkus buah papaya;
Kalau hidup ada matlamat,
makin fokus makin berjaya.
",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin ,"Janji Pak Uda menempa gangsa,
Ditunjuk ajar ayah sang raja;
Jadi pemuda harapan bangsa,
Rajin belajar, giat bekerja.
",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin ,"Dagang pendatang bawa kuini,
Burung di lantai hinggap dan makan;
Selamat datang, kami di sini;
Dewan Teratai kami aturkan.",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin ,"Cantiknya baju bijak bestari,
Dibawa jalan makan ambuyat;
Salam maju saudara saudari,
Semoga jalan arah hidayat.",25.0,5,10,10
Omar ,"Jika parang diasah tajam, 
belum tentu dapat menikam;
Jikalau terang terlajak hadam,
tajamnya jitu terus ditikam.

",24.0,5,10,8
Cikgu Mamafatihah,"Jalan di taman di petang hari,
Buat penyejuk hati yang gundah;
Mengapa teman hilang berhari,
Telah dipujuk tidak diendah. ",25.0,5,10,10
Awang Abdul Muizz Awang Marusin,"Keluar Malaysia bersama pak Noh;
Sekali diajak si sirih junjung;
Masuk Malaysia kena senonoh;
Bumi dipijak, langit dijunjung.",25.0,5,10,10
Hasyuda Abadi,"Dalam pasar dijual pari,
Masak lemak dibawa pulang;
Berasa besar terlupa diri,
Akibat tamak kuasa hilang.
",25.0,5,10,10
CG Karmin Abbas,"Gentingnya jubin berkeping-keping,
tiada tiris bumbungnya rendah;
Pulau ubin terletak di samping,
Taman Pasir Ris pusat riadah.",25.0,5,10,10
CG Karmin Abbas,"Di waktu malam pancing haruan,
panjang selengan dikail Cina;
se Kampong Gelam menjadi tumpuan,
tiada bandingan di mana-mana.",25.0,5,10,10
CG Karmin Abbas,"Banyak cerun antara cerun,
baik jangan hala melencong;
Naik turun dan naik turun,
bersiar dengan bas pelancong.",25.0,5,10,10
CG Karmin Abbas,"Sembelih unta, lembu dan kambing,
dagingnya buat golongan fakir;
Jikalau kita mudah dibimbing,
itu alamat orang berfikir.",24.0,5,10,9
Cikgu Mamafatihah,"Cincin emas di jari manis,
Tanda cinta empunya hati;
Bertudung kemas buat pemanis,
Janji dikota bahagia nanti.",25.0,5,10,10
Cikgu Mamafatihah,"Buah pinang beli di pasar,
   Makan bersama sirih muda;
Mengapa dikenang kekasih kasar,
   Mari bersama bergurau senda.
",25.0,5,10,10
Sidang Pemantun,"Mengail ikan di pinggir hutan,
paya di situ semakin gundul;
Mungkin bukan papaya jantan,
tapi itu papaya mandul.",25.0,5,10,10
Sidang Pemantun,"Keliling bendang naik kereta,
anak itik termasuk bubu;
Jangan pandang sebelah mata,
bunga berkhasiat beribu.",23.0,5,9,9
Sidang Pemantun,"Naik perahu ke Teluk Intan,
sampai kuala tambat di sana;
Jika dah tahu papaya jantan,
tanam pula papaya betina.",25.0,5,10,10
Sidang Pemantun,"Tangga diguna mangga dipetik
enak dimakan bersama lada:
Apa guna menanam betik,
berbunga jantan buah tiada.",23.0,5,9,9
Sidang Pemantun,"Apa guna pergi ke paya,
jika paya jauh di hutan;
Apa guna tanam papaya,
jika papaya berbuah jantan.",24.0,5,9,10
Hasyuda Abadi,"Masjid Agung tersergam lengkap,
Beduk dicipta perbuat tangan;
Andai tersinggung akibat cakap,
Ampun dipinta disimpan jangan.
",25.0,5,10,10
Hasyuda Abadi ,"Andai tuan membeli selasih,
Membeli kekwa di kedai nyonya;
Hanya Tuhan memberikan kasih,
Damai jiwa beriman pada-Nya.",24.0,5,10,9
vicakrony roy,"Kain batik, selendang batik,
Mari sebar ke atas pentas;
Adik cantik, abang pun cantik,
Bagailah dakwat dengan kertas.",24.0,5,10,9
Nickhlos Ensin,"Orang Jawa mencari benang,
Cari benang di atas bukit;
Orang jauh jangan dikenang,
Lama-lama jadi penyakit.",23.0,5,10,8
wivero alver wellson,"Hari kita pergi ke Banjar,
Ikan kita siap disidai;
Kalau kita giat belajar,
Kelak kita menjadi pandai.",25.0,5,10,10
christo ryan tan,"Jikalau kaki tersadung batu,
Jatuh selalu tersembam ke tanah;
Orang lelaki memang begitu,
Sumpahnya selalu, tunai tak pernah.",23.0,5,8,10
Awang Abdul Muizz bin Awang Marusin,"Rimbun pepohon lindung cahaya,
Balai santapan Datuk Seri Setia;
Sudilah mohon pena sahaya,
Penulis ucapan yang taat setia.",23.0,5,8,10
carlos cahan,"Pergi ke kedai makan sarapan;
Mengambil bakul menyimpan baju;
Mari kita hargai kehidupan,
Sama ke depan melangkah maju.",23.0,5,10,8
brenden andrew,"Zaman dahulu hidupnya susah,
Teringat pula zaman sekolah;
Mencari jawapan memang susah,
Mencari maksud timbul masalah.",23.0,5,10,8
wynlee joseph ,"Buah kedondong ditutup awan,
ditanam banyak di tepi pantai;
Selamatlah datang kawan-kawan,
Harap semua bersantai-santai.",23.0,5,10,8
perislai blasius,"Selamat berangkat Sultan Sulaiman,
ke Rimba Raya pada hari raya;
Selamat pulang ke kampung halaman;
Berhati-hatilah di jalan raya.",23.0,5,10,8
Awang Abdul Muizz Awang Marusin,"Cahaya malammu di tengah bandar,
Suara teriak, telinga hingar;
Sungguh putihmu memadamlah pudar,
Terima kasih, sudikan mendengar.",24.0,5,10,9
Awang Abdul Muizz Awang Marusin,"Pergi ke kedai bermanja-manja,
Bawa basikal di tepi lurah;
Kalaulah kita rajin bekerja,
Majikan suka, rezeki murah.",23.0,5,10,8
Arnold Bin Roslan,"Sudah lama tidak ke laut,
Ikan paus melanggar batu;
Jangan kita mencari maut,
Kerana nyawa hanya satu.",23.0,5,10,8
Brenden andrew,"Cita-cita ingin dikejar,
Agarlah cepat kaya-raya;
Kita rajin, kita belajar,
Masa depan akan berjaya.",23.0,5,10,8
Deli,"Kuning emas masak nya padi,
mawar merah dalam jambangan;
Terima kasih daun keladi,
Budi tuan-puan jadi kenangan.",23.0,5,9,8
Awang Abdul Muizz Awang Marusin,"Orang sains baik hatinya,
Orang sastera berbahasa;
Orang Tuaran banyak baiknya,
Orang Sabah makmur sentosa.",23.0,5,10,8
Awang Abdul Muizz Awang Marusin,"Kelapa ada, nanas pun ada,
Daerah Demak berdagang jua;
Lamban ada, penjaram pun ada,
Nasi lemak begitu jua.",24.0,5,9,10
Awang Abdul Muizz Awang Marusin,"Padi banyak, burung pun banyak,
Siap dikalih, siap dibeli;
Buah banyak, sayur pun banyak,
Marilah pilih, marilah beli.",23.0,5,8,10
Awang Abdul Muizz Awang Marusin,"Dagang ke Manjung baru sekali,
Pergi berjihad sehari-hari;
Dagang berkunjung banyak sekali,
Setiap Ahad di pagi hari.",25.0,5,10,10
Awang Abdul Muizz Awang Marusin,"Sudah lama tidak bertamu,
Mari kita ke kampung Mama;
Sudah lama tidak ke Tamu,
Mari kita ke kedai Tamma.",25.0,5,10,10
Yahya Isa,"Rambutan duku manggis delima,
halaman redup berbuah lebat;
Ingatkan daku tunggak nan lima,
panduan hidup insan terhebat. ",25.0,5,10,10
CG Karmin Abbas,"Pohon sebantun di pangkal rambai,
beruntun-runtun sebelah kiri;
Hamba berpantun orang melambai,
Tuan berpantun orang berdiri.",25.0,5,10,10
CG Karmin ABbas,"Tepi kali memancing keli,
ramai juga orang berkarang;
Setiap kali kita diperli,
adab dijaga tiada kurang.",25.0,5,10,10
CG Karmin Abbas,"Kita belahkan pohon selasih,
hendak terobos sampai ke desa;
Kita ucapkan terima kasih,
kepada bos-bos penabur jasa.",25.0,5,10,10
CG Karmin Abbas ,"Usah disimpan air segelas,
pohon selasih siramlah juga;
Dengan ucapan seikhlas-ikhlas,
Terima kasih tidak terhingga.",25.0,5,10,10
Hasyuda Abadi,"Ingin seri wajah romantik,
Buah zaitun pilihan padu;
Saat diberi gelar cantik,
Baca pantun pelerai rindu.",25.0,5,10,10
Yahya Isa,"Sirih layu si pinang muda,
Hendak olah haram berseri;
Gadis ayu dipinang duda,
Janda sebelah gigit jari.",25.0,5,10,10
CG Karmin Abbas,"Menjenguk bandar di aras tinggi,
ternampak Lembah dipagar bukit;
Berala kadar tiada rugi,
berkah bertambah berdikit-dikit.",25.0,5,10,10
CG Karmin Abbas,"Seberang selat angin tak kena,
bergulung bena naik ke darat;
Apapun alat disalah guna,
sebaik mana jadi mudarat.",25.0,5,10,10
CG Karmin Abbas ,"Hendak belayar belayar Tuan,
Bawalah kendi berukir gangsa;
Hendak dilayar layarlah Tuan,
bakal menjadi khazanah bangsa.",25.0,5,10,10
CG Karmin Abbas,"Di awal pagi hala ke pekan, 
cuaca redup naik pedati;
Selamat pagi saya ucapkan, 
semoga hidup Allah berkati. ",25.0,5,10,10
CG Karmin Abbas,"Di batang rendah bersarang tupai,
anaknya masih siap siaga;
Kami sudah selamat sampai,
terima kasih tidak terhingga.",24.0,5,9,10
Hasyuda Abadi,"Minta buku diberi buku,
Dalam buku ada ceritanya;
Tidak laku salahkan saku,
Dalam saku tiada pulusnya.",23.0,5,8,10
Hasyuda Abadi,"Masjid Agung tersergam lengkap,
Beduk dicipta perbuat tangan;
Andai tersinggung akibat cakap,
Ampun dipinta disimpan jangan.",25.0,5,10,10
CG Karmin Abbas ,"Nyata indahnya pantai nan sayu,
bagai suasa gilang-gemilang;
Kejap rasanya di bawah bayu,
tibalah masa kami pun pulang.",25.0,5,10,10
CG Karmin Abbas ,"Di sini-sana indah memukau, 
berkelok-kelok bagaikan lingga;
Anggun busana bersongket hijau,
tanjak dan songkok mengiring juga.",23.0,5,10,7
CG Karmin Abbas,"Mengais lokan sehingga petang,
bawa ke pekan ke kedai besan;
Kami ucapkan Selamat Datang,
Kita raikan pantun warisan.",25.0,5,10,10
Hasyuda Abadi,"Cikgu Mariam membeli permata,
Sayang permata dijual murah;
Biarlah diam dari berkata,
Dari berkata mengundang amarah.",23.0,5,8,10
Hasyuda Abadi,"Dapat cempedak dekat Mempagar,
Kaum Bisaya harmoni bangsa;
Semasa budak cerdas belajar;
Sudah berjaya memberi jasa.",25.0,5,10,8
Awang Abdul Muizz Awang Marusin,"Sopan santun buluh perindu,
Senyum terukir tak terkata;
Salam pantun, kukirim rindu,
Sayang kuukir dalam kata.",25.0,5,10,10
Awang Abdul Muizz Awang Marusin,"Hujan di hulu tak reda-reda,
Ribut diadu, datang bertalu;
Adik di hulu, abangkan ada,
Ku hanyut rindu tidak berlalu.",25.0,5,10,10
Awang Abdul Muizz Awang Marusin,"Pohon sena, pohon meranti,
tengah-tengah buluh perindu;
Adik sana abang menanti,
tengah-tengah rindu yang syahdu.",25.0,5,10,10
Hasyuda Abadi,"Kayu jati banyak dipesan,
Dibuat lengkap menyimpan padi;
Kawan sejati bukan hiasan,
Tutur sikap cermin peribadi.",24.0,5,9,10
CG Karmin Abbas ,"Beroleng-oleng sampan di pulau,
berganda-ganda rumah dibina;
Terteleng-teleng melihat pulau,
ayanda bonda jauh di sana.",25.0,5,10,10
Rosiah,"pisang emas dibawa belayar
masak sebiji di atas peti
hutang emas boleh dibayar 
hutang budi dibawa mati",24.0,5,10,9
ros,"pisang emas dibawa belayar
masak sebiji di atas peti
hutang emas boleh dibayar
hutang budi dibawa mati",24.0,5,10,9
CG Karmin Abbas,"Berbunga terong nampak di tangkai,
buahnya ungu di atas tanah;
Kita dorong sehingga pandai,
jadi dungu tidaklah pernah.
",24.0,5,10,8
CG Karmin Abbas,"Sungguh bergaya lelaki Dubai,
pakai kandura putih bak salju;
Warisan budaya tidak terabai;
satu petanda negara yang maju.",24.0,5,10,9
CG Karmin Abbas,"Bertalu mongmong berkali-kali,
di kiri kanan gelombang limpah;
Bernandong Smong berentak asli,
beri pesanan tentang musibah;",24.0,5,9,7
CG Karmin Abbas ,"Jalan Kayu hingga ke Punggol,
tengah jalan asyik berpantun;
Apakah itu tandanya unggul?
dapat jempolan para penonton.",23.0,5,10,5
CG Karmin Abbas,"Selebar-lebar gerigi kikir,
digantung jangan di celah jarang;
sikap penyabar kuat berfikir,
bertindak jangan susahkan orang.",25.0,5,10,10
CG Karmin Abbas ,"Berladang lada bertanah rata,
digembur basah lepas berhuma;
Kawan berada dengan kita,
senang susah karib bersama. ",25.0,5,10,10
CG Karmin Abbas ,"Memanglah biru biji rumia,
Ditanam ia lalu disemai;
Argentina baru juara dunia,
Saudi Arabia sebutan ramai.",25.0,5,10,10
CG Karmin Abbas,"Rakan sebaya berjalan-jalan,
setiap ahad  bantu-membantu;
Cerdik budaya jadikan amalan,
jaya di abad dua puluh satu.",24.0,5,10,9
CG Karmin Abbas,"Lihat bendang berbatas-batas,
kering basah rajin bersawah;
Waktu senang kita di atas,
waktu susah kita di bawah.",24.0,5,10,9
CG karmin Abbas,"Berderet-deret pohon cemara
perdunya bukan tempat berteduh
Meleret-leret dalam bicara
banyak hinggakan berganduh-ganduh.",25.0,5,10,10
CG Karmin Abbas,"Apakah tanda ada tetamu,
pintu terbuka satupun tidak;
Apakah tanda orang berilmu,
mendengar suka mengata tidak.",25.0,5,10,10
CG Karmin Abbas,"Ikan gelama ikan cencaru,
enak sekali masakan Embah;
Di tahun lama atau baharu,
moga rezeki terus bertambah.",24.0,5,10,9
CG Karmin Abbas,"Bumbu berlada hidangan Nyonya,
sedikit gula kurang pijaran;
lauk ada tawar lazatnya,
pantun pula apa ukuran?",25.0,5,10,10
CG Karmin Abbas,"Kurma ajwa tumbuh di laman,
ditanam orang sejak dulu;
Tenang jiwa fikiran aman,
minda terang jernih selalu.",25.0,5,10,10
CG Karmin Abbas,"Masjid Asyafaah di Admiralti,
berdesah-desah hujannya lama;
Bangsa bertuah bersatu hati;
senang dan susah bersama-sama.",24.0,5,9,10
CG Karmin Abbas,"Di sini-sana indah memukau,
berkelok-kelok bagaikan lingga;
Anggun busana bersongket hijau,
Tanjak dan songkok mengiring juga.",24.0,5,10,7
Hamba allah,"Pisau raut di dalam puan, 
akan pembelah buah duku; 
Apakah sahut kita nan tuan, 
kepada Allah berlindung aku. ",24.0,5,10,9
Hamba allah,"Akan pembelah buah duku, 
duku dibelah jadi kepayang;
Kepada Allah berlindung aku, 
baik berguru kita sembahyang. ",23.0,5,9,9
Hamba allah,"Pagi dan petang berbunyi nobat, 
nobat beragam bernama Khalil;
Pagi dan petang hendaklah tobat, 
tobat mengikut hadis dan dalil. ",24.0,5,10,9
Hamba allah,"Memerintah kota dan negeri, 
pagi dan petang berbunyi nobat;
Hendaklah kita ingatkan diri,
 pagi dan petang hendaklah tobat. ",24.0,5,10,9
Hamba allah,"Disembahkan kepada bendahara, 
bendahara datuk seripaduka;
Tubuh pun lepas dari sengsara, 
sengsara masuk dalam neraka. ",23.0,5,10,8
CG Karmin Abbas ,"Katunnya bukan sembaranglah katun,
kain hiasan Laksamana Wangsa;
Pantunnya bukan sembarang pantun,
Pantun warisan martabat bangsa.",25.0,5,10,10
CG Karmin Abbas,"Berbuah kundang berkajang rumbia,
genap dihimpun jadi kurnia;
Bertuah diundang ke sidang Rumia,
unggulkan rumpun Melayu sedunia.",25.0,5,10,10
CG Karmin Abbas,"Emas di laut talam di darat,
atas pelantar digaul sambal;
Hati terpaut tubuh larat,
imun pintar menjadi kebal.",25.0,5,10,10
CG Karmin Abbas,"Gamatnya bukan sebarang gamat,
gamat asli tangkapan nelayan;
Azimat bukan sebarang azimat,
azimatnya jeli paling lumayan.",25.0,5,10,10
CG Karmin Abbas,"Membakar roti hendak dijaja,
tepungnya lunak tidak terhingga;
Sambal mesti ada di meja,
baru enak apapun juga.",25.0,5,10,10
CG Karmin Abbas,"Prata tiga kuahnya kari,
banyak cili pedas rasanya;
makan tiga kali sehari,
dua kali bakso menunya.",25.0,5,10,10
CG Karmin Abbas,"Gelatik merah terbang melayang,
berlaga angsa tepi perigi;
Dulu marah sekarang sayang,
esok lusa bergaduh lagi.",25.0,5,10,10
Tiada,"Nyiur gading puncak mahligai,
sayang ketupat berisi inti;
Hancur daging tulang berkecai,
jangan khianat kepada parti.",23.0,5,8,6
CG Karmin Abbas ,"Menggenggam busur sendinya gangsa,
corak hiasan perekat timah;
Ayuhlah susur sejarah bangsa,
ada warisan adalah hikmah.",25.0,5,10,10
CG Karmin Abbas,"Mentok ada ayampun ada,
apa aja kita sembelih;
Suka ada benci pun ada,
rakan kerja jangan memilih.",25.0,5,10,10
CG Karmin Abbas,"Tanahnya rata bersegi-segi,
sebilah parang di pangkal nangka;
Jangan kita berhidung tinggi,
nanti orang jadi tak suka.",25.0,5,10,10
CG Karmin Abbas ,"Panen cabai sebakul sarat,
jalan ke bawah ada  dukuh;
Jangan abai orang melarat,
agar ukhwah semakin kukuh.",25.0,5,10,10
Afwan Nurhafiy ,"Bunga melati di tepi paya,
Haiwan liar ada yang dijamu,
Berhati-hati di jalan raya,
Jangan dibiar ajal ditemu.",25.0,5,10,10
